Game,Relation,They,Console,Year,Sales
super mario bros. wonder,ENEMIE_IN,koopa troopa,Switch,2023,0.0
super mario bros.,ENEMIE_IN,lakitu,Game & Watch,1989,45.31
super mario bros.,ENEMIE_IN,lakitu,Nintendo,1985,45.31
super mario bros.,ENEMIE_IN,lakitu,Game & Watch,1986,45.31
super mario bros.,ENEMIE_IN,lakitu,Arcade,1992,45.31
super mario bros.,ENEMIE_IN,lakitu,NES,1985,45.31
mario kart 7,ENEMIE_IN,lakitu,3DS,2011,12.66
mario party,ENEMIE_IN,lakitu,N64,1998,2.7
super mario bros.: the lost levels,ENEMIE_IN,lakitu,PC,1986,2.65
super mario bros.: the lost levels,ENEMIE_IN,lakitu,NES,1986,2.65
mario party 2,ENEMIE_IN,lakitu,N64,1999,2.5
mario & luigi: partners in time,ENEMIE_IN,lakitu,DS,2005,1.29
mario kart arcade gp dx,ENEMIE_IN,lakitu,Arcade,2013,0.0
mario kart arcade gp dx,ENEMIE_IN,lakitu,Arcade,2017,0.0
mario kart arcade gp dx,ENEMIE_IN,lakitu,Arcade,2015,0.0
mario party 3,ENEMIE_IN,lakitu,N64,2000,1.91
mario kart tour,ENEMIE_IN,lakitu,Mobile,2019,0.0
mario party 4,ENEMIE_IN,lakitu,GC,2002,2.47
mario & luigi: dream team,ENEMIE_IN,lakitu,3DS,2013,2.08
mario kart world,ENEMIE_IN,lakitu,Switch 2,2025,0.0
mario party-e,ENEMIE_IN,lakitu,Other Platform,2003,0.0
mario & luigi: paper jam,ENEMIE_IN,lakitu,3DS,2015,0.76
mario & luigi: paper jam,ENEMIE_IN,lakitu,3DS,2016,0.76
mario party 5,ENEMIE_IN,lakitu,GC,2003,2.08
mario & luigi: brothership,ENEMIE_IN,lakitu,Switch,2024,0.0
new super mario bros.,ENEMIE_IN,lakitu,DS,2006,29.8
mario party 6,ENEMIE_IN,lakitu,GC,2004,1.65
new super mario bros. wii,ENEMIE_IN,lakitu,Wii,2009,28.32
mario party advance,ENEMIE_IN,lakitu,GBA,2005,0.98
super mario galaxy 2,ENEMIE_IN,lakitu,Wii,2010,7.51
mario party 7,ENEMIE_IN,lakitu,GC,2005,1.57
new super mario bros. 2,ENEMIE_IN,lakitu,3DS,2012,9.9
mario party 8,ENEMIE_IN,lakitu,Wii,2007,8.27
mario party 9,ENEMIE_IN,lakitu,Wii,2012,3.13
mario party: island tour,ENEMIE_IN,lakitu,3DS,2013,1.92
mario party: island tour,ENEMIE_IN,lakitu,3DS,2014,1.92
super mario run,ENEMIE_IN,lakitu,Mobile,2016,0.0
super mario run,ENEMIE_IN,lakitu,Mobile,2017,0.0
mario party 10,ENEMIE_IN,lakitu,WiiU,2015,1.58
super mario odyssey,ENEMIE_IN,lakitu,Switch,2017,0.0
mario party: star rush,ENEMIE_IN,lakitu,3DS,2016,0.3
super mario bros. wonder,ENEMIE_IN,lakitu,Switch,2023,0.0
mario party: the top 100,ENEMIE_IN,lakitu,3DS,2017,0.0
super mario party,ENEMIE_IN,lakitu,Switch,2018,0.0
mario party superstars,ENEMIE_IN,lakitu,Switch,2021,0.0
mario party superstars,ENEMIE_IN,lakitu,3DS,2017,0.0
super mario party jamboree,ENEMIE_IN,lakitu,Switch,2024,0.0
super mario bros.,ENEMIE_IN,lava bubble,Game & Watch,1989,45.31
super mario bros.,ENEMIE_IN,lava bubble,Nintendo,1985,45.31
super mario bros.,ENEMIE_IN,lava bubble,Game & Watch,1986,45.31
super mario bros.,ENEMIE_IN,lava bubble,Arcade,1992,45.31
super mario bros.,ENEMIE_IN,lava bubble,NES,1985,45.31
mario party,ENEMIE_IN,lava bubble,N64,1998,2.7
mario vs. donkey kong,ENEMIE_IN,lava bubble,Switch,2024,1.17
mario vs. donkey kong,ENEMIE_IN,lava bubble,GBA,2004,1.17
super mario bros. 3,ENEMIE_IN,lava bubble,Nintendo,1988,22.48
super mario bros. 3,ENEMIE_IN,lava bubble,Game & Watch,1990,22.48
super mario bros. 3,ENEMIE_IN,lava bubble,NES,1988,22.48
mario vs. donkey kong 2: march of the minis,ENEMIE_IN,lava bubble,DS,2006,1.19
mario & luigi: dream team,ENEMIE_IN,lava bubble,3DS,2013,2.08
super mario world,ENEMIE_IN,lava bubble,Nintendo,1990,26.07
super mario world,ENEMIE_IN,lava bubble,Game & Watch,1991,26.07
super mario world,ENEMIE_IN,lava bubble,Arcade,1993,26.07
super mario world,ENEMIE_IN,lava bubble,SNES,1990,26.07
mario party 3,ENEMIE_IN,lava bubble,N64,2000,1.91
mario party 4,ENEMIE_IN,lava bubble,GC,2002,2.47
new super mario bros.,ENEMIE_IN,lava bubble,DS,2006,29.8
super mario galaxy,ENEMIE_IN,lava bubble,Wii,2007,11.35
mario party 6,ENEMIE_IN,lava bubble,GC,2004,1.65
new super mario bros. wii,ENEMIE_IN,lava bubble,Wii,2009,28.32
mario party advance,ENEMIE_IN,lava bubble,GBA,2005,0.98
super mario galaxy 2,ENEMIE_IN,lava bubble,Wii,2010,7.51
mario party 8,ENEMIE_IN,lava bubble,Wii,2007,8.27
super mario 3d land,ENEMIE_IN,lava bubble,3DS,2011,10.81
mario party 9,ENEMIE_IN,lava bubble,Wii,2012,3.13
new super mario bros. 2,ENEMIE_IN,lava bubble,3DS,2012,9.9
mario party: island tour,ENEMIE_IN,lava bubble,3DS,2013,1.92
mario party: island tour,ENEMIE_IN,lava bubble,3DS,2014,1.92
mario party 10,ENEMIE_IN,lava bubble,WiiU,2015,1.58
mario party: star rush,ENEMIE_IN,lava bubble,3DS,2016,0.3
super mario party jamboree,ENEMIE_IN,lava bubble,Switch,2024,0.0
super mario run,ENEMIE_IN,lava bubble,Mobile,2016,0.0
super mario run,ENEMIE_IN,lava bubble,Mobile,2017,0.0
super mario odyssey,ENEMIE_IN,lava bubble,Switch,2017,0.0
super mario maker 2,ENEMIE_IN,lava bubble,Switch,2019,0.0
super mario bros. wonder,ENEMIE_IN,lava bubble,Switch,2023,0.0
super mario galaxy,ENEMIE_IN,lava geyser,Wii,2007,11.35
mario kart wii,ENEMIE_IN,lava geyser,Wii,2008,35.52
mario vs. donkey kong,ENEMIE_IN,lava geyser,Switch,2024,1.17
mario vs. donkey kong,ENEMIE_IN,lava geyser,GBA,2004,1.17
new super mario bros. wii,ENEMIE_IN,lava geyser,Wii,2009,28.32
mario kart 7,ENEMIE_IN,lava geyser,3DS,2011,12.66
mario vs. donkey kong 2: march of the minis,ENEMIE_IN,lava geyser,DS,2006,1.19
super mario galaxy 2,ENEMIE_IN,lava geyser,Wii,2010,7.51
super mario 3d land,ENEMIE_IN,lava geyser,3DS,2011,10.81
mario kart tour,ENEMIE_IN,lava geyser,Mobile,2019,0.0
new super mario bros. u,ENEMIE_IN,lava geyser,WiiU,2012,5.22
mario kart world,ENEMIE_IN,lava geyser,Switch 2,2025,0.0
super mario 3d world,ENEMIE_IN,lava geyser,WiiU,2013,4.32
super mario odyssey,ENEMIE_IN,lava geyser,Switch,2017,0.0
super mario bros. wonder,ENEMIE_IN,lava geyser,Switch,2023,0.0
super mario world,ENEMIE_IN,li'l sparky,Nintendo,1990,26.07
super mario world,ENEMIE_IN,li'l sparky,Game & Watch,1991,26.07
super mario world,ENEMIE_IN,li'l sparky,Arcade,1993,26.07
super mario world,ENEMIE_IN,li'l sparky,SNES,1990,26.07
super mario advance 4: super mario bros. 3,ENEMIE_IN,li'l sparky,GBA,2003,0.0
super mario bros. wonder,ENEMIE_IN,li'l sparky,Switch,2023,0.0
mario party advance,ENEMIE_IN,little mouser,GBA,2005,0.98
mario party 8,ENEMIE_IN,little mouser,Wii,2007,8.27
super mario galaxy 2,ENEMIE_IN,magmaargh,Wii,2010,7.51
mario party: star rush,ENEMIE_IN,magmaargh,3DS,2016,0.3
super mario 3d land,ENEMIE_IN,magmaargh,3DS,2011,10.81
super mario party jamboree,ENEMIE_IN,magmaargh,Switch,2024,0.0
super mario world,ENEMIE_IN,magikoopa,Nintendo,1990,26.07
super mario world,ENEMIE_IN,magikoopa,Game & Watch,1991,26.07
super mario world,ENEMIE_IN,magikoopa,Arcade,1993,26.07
super mario world,ENEMIE_IN,magikoopa,SNES,1990,26.07
super mario world 2: yoshi's island,ENEMIE_IN,magikoopa,SNES,1995,7.03
super mario world 2: yoshi's island,ENEMIE_IN,magikoopa,Nintendo,1995,7.03
mario & luigi: partners in time,ENEMIE_IN,magikoopa,DS,2005,1.29
super mario advance 4: super mario bros. 3,ENEMIE_IN,magikoopa,GBA,2003,0.0
super mario galaxy,ENEMIE_IN,magikoopa,Wii,2007,11.35
mario & luigi: dream team,ENEMIE_IN,magikoopa,3DS,2013,2.08
super mario galaxy 2,ENEMIE_IN,magikoopa,Wii,2010,7.51
mario & luigi: brothership,ENEMIE_IN,magikoopa,Switch,2024,0.0
super mario 3d land,ENEMIE_IN,magikoopa,3DS,2011,10.81
super mario sunshine,ENEMIE_IN,manta,GC,2002,6.31
mario kart tour,ENEMIE_IN,manta,Mobile,2019,0.0
super mario galaxy,ENEMIE_IN,manta,Wii,2007,11.35
new super mario bros. wii,ENEMIE_IN,manta,Wii,2009,28.32
mario kart wii,ENEMIE_IN,maw-ray,Wii,2008,35.52
new super mario bros.,ENEMIE_IN,maw-ray,DS,2006,29.8
mario kart 7,ENEMIE_IN,maw-ray,3DS,2011,12.66
super mario odyssey,ENEMIE_IN,maw-ray,Switch,2017,0.0
mario kart arcade gp dx,ENEMIE_IN,maw-ray,Arcade,2013,0.0
mario kart arcade gp dx,ENEMIE_IN,maw-ray,Arcade,2017,0.0
mario kart arcade gp dx,ENEMIE_IN,maw-ray,Arcade,2015,0.0
mario kart tour,ENEMIE_IN,maw-ray,Mobile,2019,0.0
mario kart tour,ENEMIE_IN,mecha cheep,Mobile,2019,0.0
super mario world,ENEMIE_IN,mechakoopa,Nintendo,1990,26.07
super mario world,ENEMIE_IN,mechakoopa,Game & Watch,1991,26.07
super mario world,ENEMIE_IN,mechakoopa,Arcade,1993,26.07
super mario world,ENEMIE_IN,mechakoopa,SNES,1990,26.07
mario kart: super circuit,ENEMIE_IN,mechakoopa,GBA,2001,5.47
mario party 5,ENEMIE_IN,mechakoopa,GC,2003,2.08
mario & luigi: superstar saga,ENEMIE_IN,mechakoopa,GBA,2003,2.17
super mario galaxy,ENEMIE_IN,mechakoopa,Wii,2007,11.35
mario party advance,ENEMIE_IN,mechakoopa,GBA,2005,0.98
mario & luigi: dream team,ENEMIE_IN,mechakoopa,3DS,2013,2.08
new super mario bros. wii,ENEMIE_IN,mechakoopa,Wii,2009,28.32
mario party 7,ENEMIE_IN,mechakoopa,GC,2005,1.57
mario & luigi: paper jam,ENEMIE_IN,mechakoopa,3DS,2015,0.76
mario & luigi: paper jam,ENEMIE_IN,mechakoopa,3DS,2016,0.76
super mario galaxy 2,ENEMIE_IN,mechakoopa,Wii,2010,7.51
mario party 9,ENEMIE_IN,mechakoopa,Wii,2012,3.13
mario & luigi: superstar saga + bowser's minions,ENEMIE_IN,mechakoopa,3DS,2017,0.0
mario party 10,ENEMIE_IN,mechakoopa,WiiU,2015,1.58
mario & luigi: bowser's inside story + bowser jr.'s journey,ENEMIE_IN,mechakoopa,3DS,2018,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,ENEMIE_IN,mechakoopa,Switch,2018,0.0
super mario maker 2,ENEMIE_IN,mechakoopa,Switch,2019,0.0
super mario party,ENEMIE_IN,mechakoopa,Switch,2018,0.0
super mario bros. wonder,ENEMIE_IN,mechakoopa,Switch,2023,0.0
super mario party jamboree,ENEMIE_IN,mechakoopa,Switch,2024,0.0
new super mario bros.,ENEMIE_IN,mega dry bones,DS,2006,29.8
mario party: island tour,ENEMIE_IN,mega dry bones,3DS,2013,1.92
mario party: island tour,ENEMIE_IN,mega dry bones,3DS,2014,1.92
new super mario bros. wii,ENEMIE_IN,mega dry bones,Wii,2009,28.32
mario party: star rush,ENEMIE_IN,mega dry bones,3DS,2016,0.3
new super mario bros. 2,ENEMIE_IN,mega dry bones,3DS,2012,9.9
mario & luigi: dream team,ENEMIE_IN,mega bob-omb,3DS,2013,2.08
super mario maker 2,ENEMIE_IN,mega bob-omb,Switch,2019,0.0
mario & luigi: paper jam,ENEMIE_IN,mega bob-omb,3DS,2015,0.76
mario & luigi: paper jam,ENEMIE_IN,mega bob-omb,3DS,2016,0.76
super mario world,ENEMIE_IN,mega mole,Nintendo,1990,26.07
super mario world,ENEMIE_IN,mega mole,Game & Watch,1991,26.07
super mario world,ENEMIE_IN,mega mole,Arcade,1993,26.07
super mario world,ENEMIE_IN,mega mole,SNES,1990,26.07
super mario world: super mario advance 2,ENEMIE_IN,mega mole,GBA,2001,0.0
super mario maker 2,ENEMIE_IN,mega rocky wrench,Switch,2019,0.0
new super mario bros.,ENEMIE_IN,mega wiggler,DS,2006,29.8
new super mario bros. wii,ENEMIE_IN,mega wiggler,Wii,2009,28.32
super mario galaxy 2,ENEMIE_IN,mega wiggler,Wii,2010,7.51
super mario maker 2,ENEMIE_IN,mega wiggler,Switch,2019,0.0
super mario galaxy,ENEMIE_IN,meteor,Wii,2007,11.35
super mario galaxy 2,ENEMIE_IN,meteor,Wii,2010,7.51
super mario world,ENEMIE_IN,monty mole,Nintendo,1990,26.07
super mario world,ENEMIE_IN,monty mole,Game & Watch,1991,26.07
super mario world,ENEMIE_IN,monty mole,Arcade,1993,26.07
super mario world,ENEMIE_IN,monty mole,SNES,1990,26.07
super mario kart,ENEMIE_IN,monty mole,SNES,1992,8.76
super mario kart,ENEMIE_IN,monty mole,Nintendo,1992,8.76
mario party 3,ENEMIE_IN,monty mole,N64,2000,1.91
mario & luigi: partners in time,ENEMIE_IN,monty mole,DS,2005,1.29
mario kart 64,ENEMIE_IN,monty mole,N64,1996,9.87
mario party 5,ENEMIE_IN,monty mole,GC,2003,2.08
mario kart ds,ENEMIE_IN,monty mole,DS,2005,23.21
mario party 6,ENEMIE_IN,monty mole,GC,2004,1.65
mario & luigi: dream team,ENEMIE_IN,monty mole,3DS,2013,2.08
super mario sunshine,ENEMIE_IN,monty mole,GC,2002,6.31
mario kart wii,ENEMIE_IN,monty mole,Wii,2008,35.52
mario party advance,ENEMIE_IN,monty mole,GBA,2005,0.98
mario & luigi: paper jam,ENEMIE_IN,monty mole,3DS,2015,0.76
mario & luigi: paper jam,ENEMIE_IN,monty mole,3DS,2016,0.76
new super mario bros.,ENEMIE_IN,monty mole,DS,2006,29.8
mario kart 7,ENEMIE_IN,monty mole,3DS,2011,12.66
mario party 7,ENEMIE_IN,monty mole,GC,2005,1.57
new super mario bros. wii,ENEMIE_IN,monty mole,Wii,2009,28.32
mario party 8,ENEMIE_IN,monty mole,Wii,2007,8.27
super mario 3d land,ENEMIE_IN,monty mole,3DS,2011,10.81
mario kart tour,ENEMIE_IN,monty mole,Mobile,2019,0.0
mario party ds,ENEMIE_IN,monty mole,DS,2007,8.91
mario kart world,ENEMIE_IN,monty mole,Switch 2,2025,0.0
mario party 9,ENEMIE_IN,monty mole,Wii,2012,3.13
mario party: island tour,ENEMIE_IN,monty mole,3DS,2013,1.92
mario party: island tour,ENEMIE_IN,monty mole,3DS,2014,1.92
super mario maker 2,ENEMIE_IN,monty mole,Switch,2019,0.0
mario party 10,ENEMIE_IN,monty mole,WiiU,2015,1.58
game & watch: super mario bros.,ENEMIE_IN,monty mole,Game & Watch,2020,0.0
mario party: star rush,ENEMIE_IN,monty mole,3DS,2016,0.3
mario party: the top 100,ENEMIE_IN,monty mole,3DS,2017,0.0
super mario party,ENEMIE_IN,monty mole,Switch,2018,0.0
mario party superstars,ENEMIE_IN,monty mole,Switch,2021,0.0
mario party superstars,ENEMIE_IN,monty mole,3DS,2017,0.0
super mario party jamboree,ENEMIE_IN,monty mole,Switch,2024,0.0
mario party 3,ENEMIE_IN,mr. blizzard,N64,2000,1.91
mario party 4,ENEMIE_IN,mr. blizzard,GC,2002,2.47
mario party 5,ENEMIE_IN,mr. blizzard,GC,2003,2.08
mario party 6,ENEMIE_IN,mr. blizzard,GC,2004,1.65
mario party advance,ENEMIE_IN,mr. blizzard,GBA,2005,0.98
mario party 7,ENEMIE_IN,mr. blizzard,GC,2005,1.57
mario party 8,ENEMIE_IN,mr. blizzard,Wii,2007,8.27
mario party 9,ENEMIE_IN,mr. blizzard,Wii,2012,3.13
mario party: island tour,ENEMIE_IN,mr. blizzard,3DS,2013,1.92
mario party: island tour,ENEMIE_IN,mr. blizzard,3DS,2014,1.92
mario party: the top 100,ENEMIE_IN,mr. blizzard,3DS,2017,0.0
mario party 2,ENEMIE_IN,mr. i,N64,1999,2.5
mario party 3,ENEMIE_IN,mr. i,N64,2000,1.91
mario party 5,ENEMIE_IN,mr. i,GC,2003,2.08
mario party advance,ENEMIE_IN,mr. i,GBA,2005,0.98
mario party 8,ENEMIE_IN,mr. i,Wii,2007,8.27
mario party superstars,ENEMIE_IN,mr. i,Switch,2021,0.0
mario party superstars,ENEMIE_IN,mr. i,3DS,2017,0.0
super mario bros. 3,ENEMIE_IN,muncher,Nintendo,1988,22.48
super mario bros. 3,ENEMIE_IN,muncher,Game & Watch,1990,22.48
super mario bros. 3,ENEMIE_IN,muncher,NES,1988,22.48
super smash bros. brawl,ENEMIE_IN,muncher,Wii,2008,0.0
super mario world,ENEMIE_IN,muncher,Nintendo,1990,26.07
super mario world,ENEMIE_IN,muncher,Game & Watch,1991,26.07
super mario world,ENEMIE_IN,muncher,Arcade,1993,26.07
super mario world,ENEMIE_IN,muncher,SNES,1990,26.07
super smash bros. ultimate,ENEMIE_IN,muncher,Switch,2018,0.0
super smash bros. ultimate,ENEMIE_IN,muncher,Switch,2020,0.0
super smash bros. ultimate,ENEMIE_IN,muncher,Switch,2019,0.0
new super mario bros. wii,ENEMIE_IN,muncher,Wii,2009,28.32
super mario run,ENEMIE_IN,muncher,Mobile,2016,0.0
super mario run,ENEMIE_IN,muncher,Mobile,2017,0.0
super mario bros. wonder,ENEMIE_IN,muncher,Switch,2023,0.0
mario party advance,ENEMIE_IN,ninji,GBA,2005,0.98
mario & luigi: paper jam,ENEMIE_IN,ninji,3DS,2015,0.76
mario & luigi: paper jam,ENEMIE_IN,ninji,3DS,2016,0.76
super mario party jamboree,ENEMIE_IN,ninji,Switch,2024,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,ENEMIE_IN,ninji,3DS,2018,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,ENEMIE_IN,ninji,Switch,2018,0.0
super mario run,ENEMIE_IN,ninji,Mobile,2016,0.0
super mario run,ENEMIE_IN,ninji,Mobile,2017,0.0
super mario maker 2,ENEMIE_IN,ninji,Switch,2019,0.0
super mario bros. wonder,ENEMIE_IN,ninji,Switch,2023,0.0
super mario bros. wonder,ENEMIE_IN,nipper plant,Switch,2023,0.0
super mario galaxy,ENEMIE_IN,octoomba,Wii,2007,11.35
super mario galaxy 2,ENEMIE_IN,octoomba,Wii,2010,7.51
mario vs. donkey kong,ENEMIE_IN,oil drum,Switch,2024,1.17
mario vs. donkey kong,ENEMIE_IN,oil drum,GBA,2004,1.17
mario vs. donkey kong 2: march of the minis,ENEMIE_IN,oil drum,DS,2006,1.19
super mario bros. 2,ENEMIE_IN,ostro,Nintendo,1988,7.46
super mario bros. 2,ENEMIE_IN,ostro,NES,1988,7.46
super mario advance,ENEMIE_IN,ostro,GBA,2001,5.49
super mario 3d land,ENEMIE_IN,para-biddybud,3DS,2011,10.81
mario party: island tour,ENEMIE_IN,para-biddybud,3DS,2013,1.92
mario party: island tour,ENEMIE_IN,para-biddybud,3DS,2014,1.92
mario kart tour,ENEMIE_IN,para-biddybud,Mobile,2019,0.0
super mario party jamboree,ENEMIE_IN,para-biddybud,Switch,2024,0.0
super mario maker,ENEMIE_IN,para-biddybud,WiiU,2015,3.21
super mario maker,ENEMIE_IN,para-biddybud,WiiU,2016,3.21
mario kart world,ENEMIE_IN,para-biddybud,Switch 2,2025,0.0
mario & luigi: superstar saga + bowser's minions,ENEMIE_IN,para-beetle,3DS,2017,0.0
new super mario bros. wii,ENEMIE_IN,para-beetle,Wii,2009,28.32
mario & luigi: bowser's inside story + bowser jr.'s journey,ENEMIE_IN,para-beetle,3DS,2018,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,ENEMIE_IN,para-beetle,Switch,2018,0.0
super mario odyssey,ENEMIE_IN,parabones,Switch,2017,0.0
super mario world,ENEMIE_IN,parabomb,Nintendo,1990,26.07
super mario world,ENEMIE_IN,parabomb,Game & Watch,1991,26.07
super mario world,ENEMIE_IN,parabomb,Arcade,1993,26.07
super mario world,ENEMIE_IN,parabomb,SNES,1990,26.07
new super mario bros. wii,ENEMIE_IN,parabomb,Wii,2009,28.32
new super mario bros. 2,ENEMIE_IN,parabomb,3DS,2012,9.9
super mario maker 2,ENEMIE_IN,parabomb,Switch,2019,0.0
super mario 3d land,ENEMIE_IN,peepa,3DS,2011,10.81
mario party: island tour,ENEMIE_IN,peepa,3DS,2013,1.92
mario party: island tour,ENEMIE_IN,peepa,3DS,2014,1.92
new super mario bros. 2,ENEMIE_IN,peepa,3DS,2012,9.9
mario party 10,ENEMIE_IN,peepa,WiiU,2015,1.58
mario party: star rush,ENEMIE_IN,peepa,3DS,2016,0.3
super mario maker 2,ENEMIE_IN,peepa,Switch,2019,0.0
super mario party,ENEMIE_IN,peepa,Switch,2018,0.0
mario party superstars,ENEMIE_IN,peepa,Switch,2021,0.0
mario party superstars,ENEMIE_IN,peepa,3DS,2017,0.0
super mario party jamboree,ENEMIE_IN,peepa,Switch,2024,0.0
bs super mario usa,ENEMIE_IN,phanto,Other Platform,1996,0.0
bs super mario usa,ENEMIE_IN,phanto,Other Platform,1995,0.0
super mario maker 2,ENEMIE_IN,phanto,Switch,2019,0.0
mario party advance,ENEMIE_IN,petal guy,GBA,2005,0.98
mario party: star rush,ENEMIE_IN,petal guy,3DS,2016,0.3
super mario world,ENEMIE_IN,pidgit,Nintendo,1990,26.07
super mario world,ENEMIE_IN,pidgit,Game & Watch,1991,26.07
super mario world,ENEMIE_IN,pidgit,Arcade,1993,26.07
super mario world,ENEMIE_IN,pidgit,SNES,1990,26.07
mario party: star rush,ENEMIE_IN,piranha creeper,3DS,2016,0.3
super mario maker 2,ENEMIE_IN,piranha creeper,Switch,2019,0.0
super mario party jamboree,ENEMIE_IN,piranha creeper,Switch,2024,0.0
super mario bros.,ENEMIE_IN,piranha plant,Game & Watch,1989,45.31
super mario bros.,ENEMIE_IN,piranha plant,Nintendo,1985,45.31
super mario bros.,ENEMIE_IN,piranha plant,Game & Watch,1986,45.31
super mario bros.,ENEMIE_IN,piranha plant,Arcade,1992,45.31
super mario bros.,ENEMIE_IN,piranha plant,NES,1985,45.31
super mario kart,ENEMIE_IN,piranha plant,SNES,1992,8.76
super mario kart,ENEMIE_IN,piranha plant,Nintendo,1992,8.76
mario party,ENEMIE_IN,piranha plant,N64,1998,2.7
super smash bros. ultimate,ENEMIE_IN,piranha plant,Switch,2018,0.0
super smash bros. ultimate,ENEMIE_IN,piranha plant,Switch,2020,0.0
super smash bros. ultimate,ENEMIE_IN,piranha plant,Switch,2019,0.0
super mario bros.: the lost levels,ENEMIE_IN,piranha plant,PC,1986,2.65
super mario bros.: the lost levels,ENEMIE_IN,piranha plant,NES,1986,2.65
mario kart 64,ENEMIE_IN,piranha plant,N64,1996,9.87
mario party 2,ENEMIE_IN,piranha plant,N64,1999,2.5
mario & luigi: partners in time,ENEMIE_IN,piranha plant,DS,2005,1.29
mario kart: super circuit,ENEMIE_IN,piranha plant,GBA,2001,5.47
mario party 3,ENEMIE_IN,piranha plant,N64,2000,1.91
super mario land,ENEMIE_IN,piranha plant,GB,1989,18.14
mario kart: double dash!!,ENEMIE_IN,piranha plant,GC,2003,13.9
mario party 4,ENEMIE_IN,piranha plant,GC,2002,2.47
mario & luigi: dream team,ENEMIE_IN,piranha plant,3DS,2013,2.08
super mario world,ENEMIE_IN,piranha plant,Nintendo,1990,26.07
super mario world,ENEMIE_IN,piranha plant,Game & Watch,1991,26.07
super mario world,ENEMIE_IN,piranha plant,Arcade,1993,26.07
super mario world,ENEMIE_IN,piranha plant,SNES,1990,26.07
mario party 5,ENEMIE_IN,piranha plant,GC,2003,2.08
mario & luigi: paper jam,ENEMIE_IN,piranha plant,3DS,2015,0.76
mario & luigi: paper jam,ENEMIE_IN,piranha plant,3DS,2016,0.76
super mario land 2: 6 golden coins,ENEMIE_IN,piranha plant,GB,1992,11.18
mario kart ds,ENEMIE_IN,piranha plant,DS,2005,23.21
mario party 6,ENEMIE_IN,piranha plant,GC,2004,1.65
mario & luigi: brothership,ENEMIE_IN,piranha plant,Switch,2024,0.0
mario kart wii,ENEMIE_IN,piranha plant,Wii,2008,35.52
mario party advance,ENEMIE_IN,piranha plant,GBA,2005,0.98
super mario sunshine,ENEMIE_IN,piranha plant,GC,2002,6.31
mario kart 7,ENEMIE_IN,piranha plant,3DS,2011,12.66
mario party 7,ENEMIE_IN,piranha plant,GC,2005,1.57
new super mario bros.,ENEMIE_IN,piranha plant,DS,2006,29.8
mario party 8,ENEMIE_IN,piranha plant,Wii,2007,8.27
super mario galaxy,ENEMIE_IN,piranha plant,Wii,2007,11.35
mario kart tour,ENEMIE_IN,piranha plant,Mobile,2019,0.0
mario party ds,ENEMIE_IN,piranha plant,DS,2007,8.91
new super mario bros. wii,ENEMIE_IN,piranha plant,Wii,2009,28.32
mario kart live: home circuit,ENEMIE_IN,piranha plant,Switch,2020,0.0
mario party 9,ENEMIE_IN,piranha plant,Wii,2012,3.13
super mario galaxy 2,ENEMIE_IN,piranha plant,Wii,2010,7.51
mario kart world,ENEMIE_IN,piranha plant,Switch 2,2025,0.0
mario party: island tour,ENEMIE_IN,piranha plant,3DS,2013,1.92
mario party: island tour,ENEMIE_IN,piranha plant,3DS,2014,1.92
super mario 3d land,ENEMIE_IN,piranha plant,3DS,2011,10.81
mario party 10,ENEMIE_IN,piranha plant,WiiU,2015,1.58
new super mario bros. 2,ENEMIE_IN,piranha plant,3DS,2012,9.9
mario party: star rush,ENEMIE_IN,piranha plant,3DS,2016,0.3
new super mario bros. u,ENEMIE_IN,piranha plant,WiiU,2012,5.22
super mario party,ENEMIE_IN,piranha plant,Switch,2018,0.0
mario party superstars,ENEMIE_IN,piranha plant,Switch,2021,0.0
mario party superstars,ENEMIE_IN,piranha plant,3DS,2017,0.0
super mario run,ENEMIE_IN,piranha plant,Mobile,2016,0.0
super mario run,ENEMIE_IN,piranha plant,Mobile,2017,0.0
super mario odyssey,ENEMIE_IN,piranha plant,Switch,2017,0.0
super mario bros. wonder,ENEMIE_IN,piranha plant,Switch,2023,0.0
super mario bros.: the lost levels,ENEMIE_IN,poison mushroom,PC,1986,2.65
super mario bros.: the lost levels,ENEMIE_IN,poison mushroom,NES,1986,2.65
super mario advance 4: super mario bros. 3,ENEMIE_IN,poison mushroom,GBA,2003,0.0
mario & luigi: partners in time,ENEMIE_IN,poison mushroom,DS,2005,1.29
super mario 3d land,ENEMIE_IN,poison mushroom,3DS,2011,10.81
mario & luigi: bowser's inside story + bowser jr.'s journey,ENEMIE_IN,poison mushroom,3DS,2018,0.0
mario & luigi: bowser's inside story + bowser jr.'s journey,ENEMIE_IN,poison mushroom,Switch,2018,0.0
mario kart: double dash!!,ENEMIE_IN,pokey,GC,2003,13.9
mario party 3,ENEMIE_IN,pokey,N64,2000,1.91
mario vs. donkey kong: minis march again!,ENEMIE_IN,pokey,DS,2009,0.0
super mario world,ENEMIE_IN,pokey,Nintendo,1990,26.07
super mario world,ENEMIE_IN,pokey,Game & Watch,1991,26.07
super mario world,ENEMIE_IN,pokey,Arcade,1993,26.07
super mario world,ENEMIE_IN,pokey,SNES,1990,26.07
